company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Global Vision Hotels,https://globalvisionhotels.com,United States,30,Unknown,,Global Vision Hotels - Leading Hotel in the market,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7179
MacLean & Bruce,https://macleanandbruce.com,United Kingdom,11,Unknown,,Maclean and Bruce,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7246
ssn hotels,https://ssnhotels.com,United States,61,Unknown,,Welcome to SSN Hotels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7340
Uno Hotels,https://uno-hotel.com,United Kingdom,37,Unknown,,UNO HOTEL - SETOUCHIの島旅は、宇野から始まる。,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7396
Virgin Limited Edition,https://virginlimitededition.com,United Kingdom,36000,Unknown,,Virgin Limited Edition | Luxury Retreats Across The Globe,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7427
Unravel,https://unravelapp.com,United Kingdom,54,Unknown,,Unravel - Let Experiences Find You!,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7431
Rudding Park,https://ruddingpark.co.uk,United Kingdom,250,Unknown,,"Rudding Park | Award-Winning Hotel & Resort in Harrogate, North Yorkshire",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7450
Century Hotel Group,https://centuryhg.com,United States,52,Unknown,,Hotel Management & Development | Ohio | Century Hotel Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7476
Discover Newport,https://discovernewport.org,United States,29,Unknown,,"Newport RI Hotels, Things to Do, Events, Dining & Vacation Guide",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7498
EMBARK Beyond,https://embarkbeyond.com,United Kingdom,120,Unknown,,EMBARK Beyond ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7514
Los Angeles Tourism & Convention Board,https://discoverlosangeles.com,United States,150,Unknown,,Visit Los Angeles. Find Things to Do in LA. California Travel Guides | Discover Los Angeles,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7532
Wind River Hotel & Casino,https://windriverhotelcasino.com,United States,150,Unknown,,Home - Wind River Hotel Casino,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7539
Highgate,https://highgate.com,United States,5600,Unknown,,Highgate - Hospitality Investment & Management Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7545
Faena,https://faena.com,United States,790,Unknown,,"Luxury Hotels, Residences, Dining, Wellness & Art - Faena",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7559
Interval International,https://intervalworld.com,United States,770,Unknown,,Interval International | Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7673
Vix Technology,https://vixtechnology.com,United Kingdom,420,Unknown,,"
		Vix Technology	",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7714
Grup Sant Eloi,https://santeloi.com,United States,23,Unknown,,"Grup santeloi | Centre comercial a Andorra, Sant Julià de Lòria, Gran superfície, Hotel, benzineres",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7773
"Executive Linguist Agency, Inc.",https://executivelinguist.com,United States,45,Unknown,,"Executive Linguist Agency, Inc. | interpreting",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7781
Leading-Edge Aviation Services Ltd,https://leading-edgeavs.com,United States,12,Unknown,,Leading-Edge Aviation Services LTD – We lead in Aviation services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7865
Century Travel Group,https://centurycyprus.com,Cyprus,11,Unknown,,Home - Century Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7884
Krouse Travel,https://krousetravel.com,United States,25,Unknown,,"Krouse Travel - All Travel, All the Time!",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7924
Penny Petroleum,https://pennypetroleum.com,United Kingdom,120,Unknown,,Convenience / Petrol Forecourts for North of England / Scotland,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7928
Farnborough Airport,https://farnboroughairport.com,United Kingdom,120,Unknown,,Farnborough Airport | Unrivalled Premium Air Travel | Private Airport London,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7930
New York Group,https://ehi.com,United Kingdom,67000,Unknown,,Introducing Enterprise Mobility,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7943
Cruise & Travel Experts,https://cruiseandtravelexperts.com,United States,43,Unknown,,Cruise & Travel Experts – Cruise & Travel Experts puts the personal touch back into travel planning with customized vacations and business travel solutions for savvy travelers.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7945
Thompson Chicago,https://ohrllc.com,United States,65,Unknown,,Oxford Hotels & Resorts - Oxford Hotels & Resorts LLC,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7955
Titanic Quarter,https://titanicquarter.com,United Kingdom,37,Unknown,, Titanic Quarter Belfast,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,7983
Marshall Hotels and Resorts,https://tpghotelsandresorts.com,United States,330,Unknown,,"TPG Hotels, Resorts & Marinas | Official Site",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8015
RBH,https://rbhmanagement.com,United Kingdom,710,Unknown,,RBH Hospitality Management | UK’s Leading Hotel Management Company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8140
Evolution Hospitality,https://evolutionhospitality.com,United States,490,Unknown,,Hospitality Management Company | Evolution Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8191
Remington Hotels,https://remingtonhospitality.com,United States,1500,Unknown,,Hotel and Restaurant Management | Remington Hospitality ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8253
GIRI Hotels,https://girihotels.com,United States,170,Unknown,,Giri Hotel Management - Giri Hotels Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8352
2GIS,https://2gis.ru,Russia,1300,Unknown,,Карта городов России: подробные карты с поиском по адресу — 2ГИС,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8400
Vamos Travel,https://vamostravel.com,United States,26,Unknown,,Vamos Travel - Discover the World with us,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8477
GR8 Experiences,https://thegr8experience.com,United States,15,Unknown,,"The GR8 Experience: Dive into Unmatched, One-of-a-Kind Moments",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8491
Chattanooga Tourism Co.,https://visitchattanooga.com,United States,42,Unknown,,"Chattanooga, Tennessee | Things to Do, Hotels, Events",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8596
Gifted Travel Network,https://giftedtravelnetwork.com,United States,46,Unknown,,Home | Gifted Travel Network,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8845
Ötztal Tourismus,https://oetztal.com,Austria,42,Unknown,,"Holidays in Ötztal | Ötztal in Tirol, Austria | oetztal.com",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8853
Century Group,https://centurygroup.ca,Canada,120,Unknown,,Home | Century Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8857
Royal Thames Yacht Club Limited,https://royalthames.com,United Kingdom,38,Unknown,,Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8859
Firmdale Hotels PLC,https://firmdalehotels.com,United States,710,Unknown,,Firmdale Hotels - Firmdale Website Homepage,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8919
PEG COMPANIES,https://pegcompanies.com,United States,160,Unknown,,Home - PEG Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8930
The Celtic Collection,https://celtic-manor.com,United States,600,Unknown,,Luxury Hotel & Spa in Wales - Celtic Manor Resort,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8957
PONANT,https://ponant.com,United States,2000,Unknown,,N°1 croisières de luxe | PONANT EXPLORATION GROUP,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8972
Castle Collection,https://castlecollection.com,United States,31,Unknown,,"Castle Collection | Dublin, Wales, Scotland | Ireland & UK",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,8979
Arbor Lodging Management,https://arborlodging.com,United States,150,Unknown,,Arbor Lodging | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,9057
blue sky hospitality solutions,https://blueskyhospitalitysolutions.com,United States,100,Unknown,,Blue Sky Hospitality Solutions,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,9074
East West Hospitality,https://eastwest.com,United States,300,Unknown,,Travel + Leisure World's Best 2025 | East West Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16365
PlanNet Marketing,https://plannetmarketing.com,United States,1100,Unknown,,"
	Home
",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16376
"O'Reilly Hospitality Management, LLC",https://ohospitalitymanagement.com,United States,240,Unknown,,"Hospitality Management | O'Reilly Hospitality Management, LLC",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16380
OCI Hospitality,https://olivercompanies.com,United States,45,Unknown,,Hotel Management | Duluth | Oliver Companies,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16465
Merion Cricket Club,https://merioncricket.com,United States,170,Unknown,,Public Home - Merion Cricket Club,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16471
Boyne Resorts,https://boyneresorts.com,United States,470,Unknown,,Home | Mountain Resorts & Destinations | Boyne Resorts,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16704
Edem Resort Medical & SPA,https://edemresort.com,Ukraine,55,Unknown,,Edem Resort Medical & Spa ➤ заміський комплекс Львів 5*зірок,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16712
jtb hawaii,https://jtb-hawaii.com,United States,58,Unknown,,"
		JTB Hawaii",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16728
ABC Global Services - An Etherio Company,https://abcglobalservices.com,United States,160,Unknown,,Home - ABC Global Services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16775
"Lodging & Leisure Investments, LLC",https://lodgingleisure.com,United States,23,Unknown,,LodgingLeisure.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16779
The Fly Shop,https://theflyshop.com,United States,37,Unknown,,The Fly Shop - Fly Fishing Shop,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16793
Urby,https://urby.com,United States,120,Unknown,,"Urby | Bright, modern luxury rental apartments built for living",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16794
IT-Tour,https://ittour.com.ua,Ukraine,22,Unknown,,Система Поиска и Бронирования Туров - IT-tour,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16822
"Executive Air Transport, Inc.",https://flybyair.net,United States,16,Unknown,,Home - Executive Air Transport - Private Jet Charters,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16823
"TDS | Transcor Data Services, LLC",https://tds.ai,United States,34,Unknown,,TDS|Transcor Data Services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16828
Hospitality Enterprises,https://bigeasy.com,United States,65,Unknown,,Your Ticket to Everything New Orleans | BigEasy.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16829
Eyre Bus Service,https://eyre.com,United States,37,Unknown,,"
		Eyre Bus Service	",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16846
TOPLAND GROUP PLC,https://topland.co.uk,United Kingdom,37,Unknown,,Home - Topland Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16856
Noble Hospitality,https://noblehospitality.com,United States,29,Unknown,,Noble Hospitality | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16859
GoJet Airlines,https://gojetairlines.com,United States,830,Unknown,,GoJet Airlines – Regional Flying Revolutionized,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16908
Port Authority of Allegheny County,https://portauthority.org,United States,630,Unknown,,Pittsburgh Regional Transit,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16981
"LodgeWorks Partners, L.P.",https://lodgeworks.com,United States,170,Unknown,,"Hotel Management Company - LodgeWorks Partners, L.P.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16982
"Carter Hospitality Group, LLC",https://carterhospitality.com,United States,44,Unknown,,Carter Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,16989
